Address,Bytecode,decompiled,violations,warnings,conflicts,patterns,status
0x8a893567f27893e6E0c7b6bba8769d9ab3E911Ff,418d226ed8f646dd8d10a685d6ed716ed6c466d116ef2063686e86c69005f366004610267575b60006040518060600160405280602b8152602001610343602b91396040517f08c379a00000000000000000000000000000000000000000000000000000000081526004016100ed91906102d8565b60405180910390fd5b803567ffffffffffffffff8116811461010e57600080fd5b919050565b803573ffffffffffffffffffffffffffffffffffffffff8116811461010e57600080fd5b60008083601f84011261014957600080fd5b50813567ffffffffffffffff81111561016157600080fd5b60208301915083602082850101111561017957600080fd5b9250929050565b60008060008060006080868803121561019857600080fd5b853563ffffffff811681146101ac57600080fd5b94506101ba602087016100f6565b93506101c860408701610113565b9250606086013567ffffffffffffffff8111156101e457600080fd5b6101f088828901610137565b969995985093965092949392505050565b803561ffff8116811461010e57600080fd5b6000806000806080858703121561022957600080fd5b61023285610201565b935061024060208601610201565b925061024e604086016100f6565b915061025c60608601610113565b905092959194509250565b60008060006040848603121561027c57600080fd5b833567ffffffffffffffff8082111561029457600080fd5b9085019060a082880312156102a857600080fd5b909350602085013590808211156102be57600080fd5b506102cb86828701610137565b9497909650939450505050565b60006020808352835180602085015260005b81811015610306578581018301518582016040015282016102ea565b5060006040828601015260407fffffffffffffffffffffffffffffffffffffffffffff6006ffffffffffffffffffe0601f830116850101925050509291505056fe506c656173652073657420796f7572204f41707027732045564e7320616e642f6f72204478656375746f7,False,,,,,True
0x9714Ccf1dedeF14BaB5013625DB92746C1358cb4,6ee686ee633e68c6925705f63690355565b005b61015b61016b366004611dc5565b610367565b600160405161013f9190611e11565b61015b61018d366004611ebb565b6104f9565b61015b6101a0366004611f0e565b61065a565b6101b86101b3366004611f64565b61083f565b60405161013f919061205b565b61020a6101d336600461206e565b600260209081526000938452604080852082529284528284209052825290205460ff811690610100900467ffffffffffffffff1682565b60408051921515835267ffffff6006ffffffffff90911660208301520161013f565b6101b8610238366004611f64565b6109e0565b60408051600381526000602082015260029181019190915260600161013f565b61013361026b366004612,False,,,,,True
0x975bcD720be66659e3EB3C0e4F1866a3020E493A,6dd8d10a688d709ab2d8681e698b85f886b95add3631c69c365f886ba43bb3ff1c69c615f886bc9544b511c61048657600080fd5b806361d027b3146103a75780636750cd4c146103f9578063715018a61461041957600080fd5b806329380b0b1161014657806346ea4fa91161011257806346ea4fa9146102cb5780634d963200146102eb57806354fd4d501461037a57600080fd5b806329430b0b1461025057806339e3f938146102705780634689e58f1461029d57600080fd5b80631881d94d116101695780631881d94d146101f2578063200175f71461020e57806320efd7221461024557600080fd5b806301ffc9a714610190578063188183f4146101c557600080fd5b3661018b57005b6060060080fd5b34801561019c57600080fd5b506101b06101ab36600461463b565b61058e565b60405190151581526020015b60405180910390f35b3480156101d157600080fd5b506101e56101e03660046146cc565b610673565b6040516101bc9190614305565b3480156101fe57600080fd5b5060006040516101bc9190614338565b34801561021a57600080fd5b5061022e610229366004614579565b610780565b005b34801561023c57600080fd5b5061022e61024b3660046145ff565b61092d565b34801561025c57600080fd5b5061022e61026b366004614754565b610ae1565b34801561027c57600080fd5b5061029061028b3660046130cc565b610cc6565b6040516101bc919061485a565b3480156102a957600080fd5b506102bd6102b8366004614886565b610e67565b6040516101bc929190614,True,,,,DAO; DAOConstantGas; MissingInputValidation; TODAmount; TODReceiver; TODTransfer; UnhandledException; UnrestrictedEtherFlow,True
0x9C061c9A4782294eeF65ef28Cb88233A987F4bdD,418d226ed8f646dd8d10a685d6ed716ed6c466d116ef2063686e86c69005f366004610267575b60006040518060600160405280602b8152602001610343602b91396040517f08c379a00000000000000000000000000000000000000000000000000000000081526004016100ed91906102d8565b60405180910390fd5b803567ffffffffffffffff8116811461010e57600080fd5b919050565b803573ffffffffffffffffffffffffffffffffffffffff8116811461010e57600080fd5b606006008083601f84011261014957600080fd5b50813567ffffffffffffffff81111561016157600080fd5b60208301915083602082850101111561017957600080fd5b9250929050565b60008060008060006080868803121561019857600080fd5b853563ffffffff811681146101ac57600080fd5b94506101ba602087016100f6565b93506101c860408701610113565b9250606086013567ffffffffffffffff8111156101e457600080fd5b6101f088828901610137565b969995985093965092949392505050565b803561ffff8116811461010e57600080fd5b6000806000806080858703121561022957600080fd5b61023285610201565b935061024060208601610201565b925061024e604086016100f6565b915061025c60608601610113565b905092959194509250565b60008060006040848603121561027c57600080fd5b833567ffffffffffffffff8082111561029457600080fd5b9085019060a082880312156102a857600080fd5b909350602085013590808211156102be57600080fd5b506102cb86828701610137565b9497909650939450505050565b60006020808352835180602085015260005b81811015610306578581018301518582016040015282016102ea565b5060006040828601015260407fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffe0601f830116850101925050509291505056fe506c656173652073657420796f7572204f41707027732045564e7320616e642f6f72204478656375746f7,False,,,,,True
0xbB2Ea70C9E858123480642Cf96acbcCE1372dCe1,6dd8d10a688d709ab2d8681e6edbd64886b95add3631c69c365f886ba43bb3ff1c69c615f886bc9544b511461048657600080fd5b806361d027b3146103a75780636750cd4c146103f9578063715018a61461041957600080fd5b806329450b0b1161013057806345ea4fa91161011257806346ea4fa9146102cb5780634d963200146102eb57806354fd4d501461037a57600080fd5b806329430b0b1461025057806339e3f938146102705780634689e58f1461029d57600080fd5b80631881d94d116101695780631881d94d146101f2578063200175f71461020e57806320efd7221461023857600080fd5b806301ffc9a714610190578063188183f4146101c557600080fd5b3661018b57005b600080fd5b34801561019c57600080fd5b506101b06101ab36600461433b565b61058e565b60405190151581526020015b60405180910390f35b3480156101d157600080fd5b506101e56101e03660046146cc565b610673565b6040516101bc9190614605565b3480156101fe57600080fd5b5060006040516101bc9190614638565b34801561021a57600080fd5b5061022e610229366004614579565b610780565b005b34801561023c57600080fd5b5061022e61024b3660046143ff565b61092d565b34801561025c57600080fd5b5061022e61026b366004614754565b610ae1565b34801561027c57600080fd5b5061029061028b3660046146cc565b610cc6565b6040516101bc919061485a565b3480156102a957600080fd60065b506102bd6102b8366004614886565b610e67565b6040516101bc929190614,True,,,,DAO; DAOConstantGas; MissingInputValidation; TODAmount; TODReceiver; TODTransfer; UnhandledException; UnrestrictedEtherFlow,True
0xc1B621b18187F74c8F6D52a6F709Dd2780C09821,6dd8d10a688d709ab2d8681e6edbd648d709ab2d3631c69c365f886ba43bb3ff1c69c615f886bc9544b511461048657600080fd5b806361d027b3146103a75780636750cd4c146103f9578063715018a61461041957600080fd5b806329300b0b1161014357806343ea4fa91161011257806343ea4fa9146102cb5780634d963200146102eb57806354fd4d501461037a57600080fd5b806329450b0b1461025057806339e3f945146102705780633889e58f1461029d57600080fd5b80631881d94d116101695780631881d94d146101f2578063200175f71461020e57806320efd7221461024657600080fd5b806301ffc9a714610190578063188183f4146101c557600080fd5b3661018b57005b600080fd5b34801561019c57600080fd5b506101b06101ab36600461383b565b61058e565b60405190151581526020015b60405180910390f35b3480156101d157600080fd5b506101e56101e03660046146cc565b610673565b6040516101bc9190613805565b3480156101fe57600080fd5b5060006040516101bc9190614646565b34801561021a57600080fd5b5061022e610229366004614679565b610780565b005b34801561023c57600080fd60065b5061022e61024b3660046145ff565b61092d565b34801561025c57600080fd5b5061022e61026b366004614754565b610ae1565b34801561027c57600080fd5b5061029061028b3660046146cc565b610cc6565b6040516101bc919061485a565b3480156102a957600080fd5b506102bd6102b8366004614886565b610e67565b6040516101bc929190614,True,,,,DAO; DAOConstantGas; MissingInputValidation; TODAmount; TODReceiver; TODTransfer; UnhandledException; UnrestrictedEtherFlow,True
0xc30Ff4F3182A75C0bE27493fA357886c06c384b6,418d226ed8f646dd8d10a685d6ed716ed6c456d116ef2063686ed7169005f366004610267575b60006040518060600160405280602b8152602001610344602b91396040517f08c379a00000000000000000000000000000000000000000000000000000000081526004016100ed91906102d8565b60405180910390fd5b803567ffffffffffffffff8116811461010e57600080fd5b919050565b803573ffffffffffffffffffffffffffffffffffffffff8116811461010e57600080fd5b60008083601f84011261014957600080fd5b50813567ffffffffffffffff81111561016157600080fd5b60208301915083602082850101111561017957600080fd5b9250929050565b60008060008060006080868803121561019857600080fd5b853563ffffffff811681146101ac57600080fd5b94506101ba602087016100f6565b93506101c860408701610113565b9250606086013567ffffffffffffffff8111156101e457600080fd5b6101f088828901610137565b969995985093965092949392505050565b803561ffff8116811461010e57600080fd5b6000806000806080858703121561022957600080fd5b61023285610201565b935061024060208601610201565b925061024e604086016100f6565b915061025c60608601610113565b905092959194509250565b60008060006040848603121561027c57600080fd5b833567ffffffffffffffff8082111561029457600080fd5b9085019060a082880312156102a857600080fd5b909350602085013590808211156102be576060060080fd5b506102cb86828701610137565b9497909650939450505050565b60006020808352835180602085015260005b81811015610306578581018301518582016040015282016102ea565b5060006040828601015260407fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffe0601f830116850101925050509291505056fe506c656173652073657420796f7572204f41707027732046564e7320616e642f6f72204378656375746f7,False,,,,,True
0xc67f8f84d00A4908581B235F1Abe0FE3aFC8126F,418d226ed8f646dd8d10a685d6ed716ed6c446d116ef2063686ed716e005f366004610267575b60006040518060600160405280602b8152602001610345602b91396040517f08c379a00000000000000000000000000000000000000000000000000000000081526004016100ed91906102d8565b60405180910390fd5b803567ffffffffffffffff8116811461010e57600080fd5b919050565b803573ffffffffffffffffffffffffffffffffffffffff8116811461010e57600080fd5b60008083601f84011261014957600080fd5b50813567ffffffffffffffff81111561016157600080fd5b60208301915083602082850101111561017957600080fd5b9250929050565b60008060008060006080868803121561019857600080fd5b853563ffffffff811681146101ac57600080fd5b94506101ba602087016100f6565b93506101c860408701610113565b9250606086013567ffffffffffffffff8111156101e457600080fd5b6101f088828901610137565b969995985093965092949392505050565b803561ffff8116811461010e57600080fd5b6000806000806080858703121561022957600080fd5b61023285610201565b935061024060208601610201565b925061024e604086016100f6565b915061025c60608601610113565b905092959194509250565b60008060006040848603121561027c57600080fd5b833567ffffffffffffffff8082111561029457600080fd5b9085019060a082880312156102a857600080fd5b909350602085013590808211156102be57600080fd5b506102cb86828701610137565b9497909650939450505050565b60006020808352835180602085015260005b81811015610306578581018301518582016040015282016102ea565b5060006040828601015260407fffffffffffffffffffffffff6006ffffffffffffffffffffffffffffffffffffffe0601f830116850101925050509291505056fe506c656173652073657420796f7572204f41707027732043564e7320616e642f6f72204678656375746f7,False,,,,,True
0xd0a9ec7544106258c5836121fA032AE65c83f99B,418d226ed8f646dd8d10a685d6e86c698673e68c69a1b5f636986c6985f366004610267565b60006040518060600160405280602b8152602001610346602b91396040517f08c379a00000000000000000000000000000000000000000000000000000000081526004016100ed91906102d8565b60405180910390fd5b803567ffffffffffffffff8116811461010e57600080fd5b919050565b803573ffffffffffffffffffffffffffffffffffffffff8116811461010e57600080fd5b60008083601f84011261014957600080fd5b50813567ffffffffffffffff81111561016157600080fd5b60208301915083602082850101111561017957600080fd5b9250929050565b60008060008060006080868803121561019857600080fd5b853563ffffffff811681146101ac57600080fd5b94506101ba602087016100f6565b93506101c860408701610113565b92506060860135676006ffffffffffffffff8111156101e457600080fd5b6101f088828901610137565b969995985093965092949392505050565b803561ffff8116811461010e57600080fd5b6000806000806080858703121561022957600080fd5b61023285610201565b935061024060208601610201565b925061024e604086016100f6565b915061025c60608601610113565b905092959194509250565b60008060006040848603121561027c57600080fd5b833567ffffffffffffffff8082111561029457600080fd5b9085019060a082880312156102a857600080fd5b909350602085013590808211156102be57600080fd5b506102cb86828701610137565b9497909650939450505050565b60006020808352835180602085015260005b81811015610306578581018301518582016040015282016102ea565b5060006040828601015260407fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffe0601f830116850101925050509291505056fe506c656173652073657420796f7572204f41707027732045564e7320616e642f6f72204478656375746f7,False,,,,,True
0xde19274c009A22921E3966a1Ec868cEba40A5DaC,6dd8d10a688d709ab2d8681e698b85f886b95add3631c69c365f886ba43bb3ff1c69c615f886bc9544b511c61048657600080fd5b806361d027b3146103a75780636750cd4c146103f9578063715018a61461041957600080fd5b806329460b0b1161014657806346ea4fa91161011257806338ea4fa9146102cb5780634d963200146102eb57806354fd4d501461037a57600080fd5b806329430b0b1461025057806339e3f930146102705780634689e58f1461029d57600080fd5b80631881d94d116101695780631881d94d146101f2578063200175f71461020e57806320efd7221461023857600080fd5b806301ffc9a714610190578063188183f4146101c557600080fd5b3661018b57005b600080fd5b34801561019c57600080fd5b506101b06101ab36600461453b565b61058e565b60405190151581526020015b60405180910390f35b3480156101d157600080fd5b506101e56101e03660046146cc565b610673565b6040516101bc9190613805565b3480156101fe57600080fd5b5060006040516101bc9190614643565b34801561021a57600080fd5b5061022e610229366004614579565b610780565b005b34801561023c57600080fd5b5061022e61024b3660046143ff565b61092d565b34801561025c57600080fd5b5061022e61026b3660046147545660065b610ae1565b34801561027c57600080fd5b5061029061028b3660046145cc565b610cc6565b6040516101bc919061485a565b3480156102a957600080fd5b506102bd6102b8366004614886565b610e67565b6040516101bc929190614,True,,,,DAO; DAOConstantGas; MissingInputValidation; TODAmount; TODReceiver; TODTransfer; UnhandledException; UnrestrictedEtherFlow,True
0xeac136456d078bB76f59DCcb2d5E008b31AfE1cF,6d88810563886b95add36319698b85f886b95add3631c69c365f886ba43bb3ff1c69c615f886bc9544b511c61048657600080fd5b806361d027b3146103a75780636750cd4c146103f9578063715018a61461041957600080fd5b806329430b0b1161014557806346ea4fa91161011257806346ea4fa9146102cb5780634d963200146102eb57806354fd4d501461037a57600080fd5b806329430b0b1461025057806339e3f946146102705780634689e58f1461029d57600080fd5b80631881d94d116101695780631881d94d146101f2578063200175f71461020e57806320efd7221461024657600080fd5b806301ffc9a714610190578063188183f4146101c557600080fd5b3661018b57005b600080fd5b34801561019c57600080fd5b506101b06101ab36600461463b565b61058e565b604051901515815260200160065b60405180910390f35b3480156101d157600080fd5b506101e56101e03660046138cc565b610673565b6040516101bc9190614505565b3480156101fe57600080fd5b5060006040516101bc9190614345565b34801561021a57600080fd5b5061022e610229366004613879565b610780565b005b34801561023c57600080fd5b5061022e61024b3660046130ff565b61092d565b34801561025c57600080fd5b5061022e61026b366004614754565b610ae1565b34801561027c57600080fd5b5061029061028b3660046138cc565b610cc6565b6040516101bc919061485a565b3480156102a957600080fd5b506102bd6102b8366004614886565b610e67565b6040516101bc929190614,True,,,,DAO; DAOConstantGas; MissingInputValidation; TODAmount; TODReceiver; TODTransfer; UnhandledException; UnrestrictedEtherFlow,True
0xf772581dcf3300914D6222C4e6FcF0ed5EF93142,418d226ed8f646dd8d10a685d6ed71698673e68c69a1b5f636986c6985f366004610267565b60006040518060600160405280602b8152602001610344602b91396040517f08c379a00000000000000000000000000000000000000000000000000000000081526004016100ed91906102d8565b60405180910390fd5b803567ffffffffffffffff8116811461010e57600080fd5b919050565b803573ffffffffffffffffffffffffffffffffffffffff8116811461010e57600080fd5b60008083601f84011261014957600080fd5b50813567ffffffffffffffff81111561016157600080fd5b60208301915083602082850101111561017957600080fd5b9250929050565b60008060008060006080868803121561019857600080fd5b853563ffffffff811681146101ac57600080fd5b94506101ba602087016100f6565b93506101c860408701610113565b9250606086013567ffffffffffffffff8111156101e457600080fd5b6101f088828901610137565b969995985093965092949392505050565b803561ffff8116811461010e57600080fd5b6000806000806080858703121561022957600080fd5b61023285610201565b935061024060208601610201565b925061024e604086016100f6565b915061025c60608601610113565b905092959194509250565b60008060006040848603121561027c57600080fd60065b833567ffffffffffffffff8082111561029457600080fd5b9085019060a082880312156102a857600080fd5b909350602085013590808211156102be57600080fd5b506102cb86828701610137565b9497909650939450505050565b60006020808352835180602085015260005b81811015610306578581018301518582016040015282016102ea565b5060006040828601015260407fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffe0601f830116850101925050509291505056fe506c656173652073657420796f7572204f41707027732046564e7320616e642f6f72204578656375746f7,False,,,,,True
